"exp","set_id","cond","A_level","B_level","role","context","sentence","critical_region","cq_question","cq_options","cq_answer","list","norm_status","note"
"E3","22","c","A2","B1","target","화자는 서른세 살 회사원이다. 지금 동갑 친구에게 자기 조카 이야기를 하고 있다. 조카는 형의 아들로 다섯 살이다.","조카가 벌써 공룡 이름을 백 개 넘게 외우셨더라고.","외우셨더라고","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(조카)|둘 다|아무도 없다","이야기 속 인물(조카)","1","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(큰아버지) / 주어 유형: 조카 / 서술어: 외우다 / 근거: 주어(조카)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 인간검수필요: 다섯 살 조카가 공룡 이름을 '백 개 넘게' 외운 일은 '공룡 박사님'식 장난스러운 격상으로 읽히기 쉬움. 농담 높임은 윗사람 청자(a)보다 친구 청자(c)에서 더 자연스러워 c만 올라갈 수 있고, 그러면 상호작용 대비가 설계와 무관하게 움직임 — c 수용성 확인"
"E3","22","d","A2","B2","target","화자는 서른세 살 회사원이다. 지금 동갑 친구에게 자기 조카 이야기를 하고 있다. 조카는 형의 아들로 다섯 살이다.","조카가 벌써 공룡 이름을 백 개 넘게 외웠더라고.","외웠더라고","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(조카)|둘 다|아무도 없다","아무도 없다","2","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 조부모·친척 어른(큰아버지) / 주어 유형: 조카 / 서술어: 외우다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 인간검수필요: 다섯 살 조카가 공룡 이름을 '백 개 넘게' 외운 일은 '공룡 박사님'식 장난스러운 격상으로 읽히기 쉬움. 농담 높임은 윗사람 청자(a)보다 친구 청자(c)에서 더 자연스러워 c만 올라갈 수 있고, 그러면 상호작용 대비가 설계와 무관하게 움직임 — c 수용성 확인"
"E3","23","a","A1","B1","target","화자는 스물일곱 살 대학원생이다. 지금 큰이모에게 자기 사촌 동생 이야기를 하고 있다. 사촌 동생은 막내 이모의 딸로 고등학교 2학년이다.","사촌 동생이 지난달에 전국 청소년 바둑 대회에서 우승하셨대요.","우승하셨대요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(사촌 동생)|둘 다|아무도 없다","둘 다","2","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(큰이모) / 주어 유형: 사촌 동생 / 서술어: 우승하다 / 근거: 주어(사촌 동생)는 화자·청자 모두보다 아래라 -시-의 허가자가 없음. -요(청자 높임)와 별개 | 검수수정: context '큰이모께' → '큰이모에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 검수표시: 사촌 동생의 전국 대회 우승 — c에서 장난스러운 격상 여지 약함"
"E3","23","b","A1","B2","target","화자는 스물일곱 살 대학원생이다. 지금 큰이모에게 자기 사촌 동생 이야기를 하고 있다. 사촌 동생은 막내 이모의 딸로 고등학교 2학년이다.","사촌 동생이 지난달에 전국 청소년 바둑 대회에서 우승했대요.","우승했대요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(사촌 동생)|둘 다|아무도 없다","듣는 사람","3","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 조부모·친척 어른(큰이모) / 주어 유형: 사촌 동생 / 서술어: 우승하다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '큰이모께' → '큰이모에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 검수표시: 사촌 동생의 전국 대회 우승 — c에서 장난스러운 격상 여지 약함"
"E3","23","c","A2","B1","target","화자는 스물일곱 살 대학원생이다. 지금 동갑 친구에게 자기 사촌 동생 이야기를 하고 있다. 사촌 동생은 막내 이모의 딸로 고등학교 2학년이다.","사촌 동생이 지난달에 전국 청소년 바둑 대회에서 우승하셨대.","우승하셨대","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(사촌 동생)|둘 다|아무도 없다","이야기 속 인물(사촌 동생)","4","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(큰이모) / 주어 유형: 사촌 동생 / 서술어: 우승하다 / 근거: 주어(사촌 동생)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 검수표시: 사촌 동생의 전국 대회 우승 — c에서 장난스러운 격상 여지 약함"
"E3","23","d","A2","B2","target","화자는 스물일곱 살 대학원생이다. 지금 동갑 친구에게 자기 사촌 동생 이야기를 하고 있다. 사촌 동생은 막내 이모의 딸로 고등학교 2학년이다.","사촌 동생이 지난달에 전국 청소년 바둑 대회에서 우승했대.","우승했대","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(사촌 동생)|둘 다|아무도 없다","아무도 없다","1","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 조부모·친척 어른(큰이모) / 주어 유형: 사촌 동생 / 서술어: 우승하다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 검수표시: 사촌 동생의 전국 대회 우승 — c에서 장난스러운 격상 여지 약함"
"E3","24","a","A1","B1","target","화자는 서른 살 회사원이다. 지금 외삼촌에게 자기 회사 후배 이야기를 하고 있다. 후배는 화자보다 다섯 살 어리다.","후배가 이번에 회사를 그만두고 작은 카페를 차리셨대요.","차리셨대요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","둘 다","1","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(외삼촌) / 주어 유형: 후배 / 서술어: 차리다 / 근거: 주어(후배)는 화자·청자 모두보다 아래라 -시-의 허가자가 없음. -요(청자 높임)와 별개 | 검수수정: context '외삼촌께' → '외삼촌에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 직장 후배 주어이나 청자(외삼촌)가 직장 밖 사람이라 『표준 언어 예절』(2011) 158쪽의 직장 경어법 권고가 다루는 장면이 아님 — 부적격 판정 유지"
"E3","24","b","A1","B2","target","화자는 서른 살 회사원이다. 지금 외삼촌에게 자기 회사 후배 이야기를 하고 있다. 후배는 화자보다 다섯 살 어리다.","후배가 이번에 회사를 그만두고 작은 카페를 차렸대요.","차렸대요","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","듣는 사람","2","적격(주어에 -시- 없음, 해요체로 청자 높임)","청자 유형: 조부모·친척 어른(외삼촌) / 주어 유형: 후배 / 서술어: 차리다 / 근거: 주어에 -시- 없음, 청자 높임은 -요로만 실현 | 검수수정: context '외삼촌께' → '외삼촌에게' (P4 규격 '맥락 안에서 -시-나 높임 어휘로 관계를 암시하지 않는다' 위반 — A1 맥락에만 높임 형태 -님·-께가 들어가 청자 지위와 높임 문자열 단서가 겹침. E1·E2 맥락과 같은 서술 방식으로 맞춤) | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 직장 후배 주어이나 청자(외삼촌)가 직장 밖 사람이라 『표준 언어 예절』(2011) 158쪽의 직장 경어법 권고가 다루는 장면이 아님 — 부적격 판정 유지"
"E3","24","c","A2","B1","target","화자는 서른 살 회사원이다. 지금 동갑 친구에게 자기 회사 후배 이야기를 하고 있다. 후배는 화자보다 다섯 살 어리다.","후배가 이번에 회사를 그만두고 작은 카페를 차리셨대.","차리셨대","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","이야기 속 인물(후배)","3","부적격(비높임 주어에 -시-)","청자 유형: 조부모·친척 어른(외삼촌) / 주어 유형: 후배 / 서술어: 차리다 / 근거: 주어(후배)는 화자보다 아래라 -시-의 허가자가 없음 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 직장 후배 주어이나 청자(외삼촌)가 직장 밖 사람이라 『표준 언어 예절』(2011) 158쪽의 직장 경어법 권고가 다루는 장면이 아님 — 부적격 판정 유지"
"E3","24","d","A2","B2","target","화자는 서른 살 회사원이다. 지금 동갑 친구에게 자기 회사 후배 이야기를 하고 있다. 후배는 화자보다 다섯 살 어리다.","후배가 이번에 회사를 그만두고 작은 카페를 차렸대.","차렸대","이 말에서 화자가 높여서 대하고 있는 사람은 누구입니까?","듣는 사람|이야기 속 인물(후배)|둘 다|아무도 없다","아무도 없다","4","적격(주어에 -시- 없음, 동갑 청자에게 해체)","청자 유형: 조부모·친척 어른(외삼촌) / 주어 유형: 후배 / 서술어: 차리다 / 근거: -시- 없음, 동갑 친구에게 해체 | P4-03 검수: 판정 유지(a 부적격·b 적격·c 부적격·d 적격). 주어가 화자·청자 모두보다 아래라 압존법 상황 아님 | 직장 후배 주어이나 청자(외삼촌)가 직장 밖 사람이라 『표준 언어 예절』(2011) 158쪽의 직장 경어법 권고가 다루는 장면이 아님 — 부적격 판정 유지"
